user_screen_name,created_at," San diego County, CA",text,fav,rt_count,friend,clean_text_1,clean_text_2,Aspect,Prediction
Ice_thecube,Mon Oct 25 00:24:16 +0000 2021,"Oxnard, CA",@Gabriel_Barsch I don't support lgbt because I dont know how to ð https://t.co/1mH8Q8mlqG,0,0,46, i do not support lgbt because i dont know how to   ,support lgbt dont know,,anti-lgbt
LALGBTCenter,Mon Oct 25 00:20:00 +0000 2021,"Palm  Springs, CA","âDropping off an undeveloped film at the pharmacy in the 1950s would have literally meant risking everything. It would have been incredibly difficult â and daring."" ð¸  #photography #LGBT #LGBTQ #gay LEARN MORE: https://t.co/paXycsrRtf",14,3,444, dropping off an undeveloped film at the pharmacy in the  would have literally meant risking everything it would have been incredibly difficult   and daring    photography lgbt lgbtq gay learn more ,dropping undeveloped film pharmacy would literally meant risking everything would incredibly difficult daring photography lgbt lgbtq gay learn,,pro-lgbt
LGBTMarriage,Mon Oct 25 00:19:31 +0000 2021,"Palm Desert, CA","#MEXICO: #LGBT activists hope incoming MORENA majority in #Tamaulipas state congress will pass long-stalled #EqualMarriage bill, although some legislators are calling for public consultations first #MatrimonioIgualitario https://t.co/dgWAkHLjwm",6,2,273,mexico lgbt activists hope incoming morena majority in tamaulipas state congress will pass longstalled equalmarriage bill although some legislators are calling for public consultations first matrimonioigualitario ,mexico lgbt activists hope incoming morena majority tamaulipas state congress pass longstalled equalmarriage bill although legislators calling public consultations first matrimonioigualitario,,pro-lgbt
LukasLazaar24,Mon Oct 25 00:11:35 +0000 2021,"Palm Springs, CA",@Badger_696 @carchase5150 @ZJemptv Itâs hardly worth a shit if no one acknowledges it. The LGBT months are more known than the military ones and thatâs bullshit,3,0,1,   it s hardly worth a shit if no one acknowledges it the lgbt months are more known than the military ones and that s bullshit,hardly worth shit one acknowledges lgbt months known military ones bullshit,,neutral
bootreacher,Sun Oct 24 23:59:49 +0000 2021,"Palm Springs, CA","@XNSEENTRUTH @YourFrenRad @NonsequitrD @BobooTobian @3Dumbfirstnames @4daybeetcube @velma_fan @theothertodd @2make2snow @RealDylanKnight @DistortBot @avoidthehanoid @sexy_robotnik @sansculottestoo @beans_n_bops @Christie_Malry @sweetbillyv1 @nice_learning @nihilishtick @rat_liker @megagarbage @enniusx @colinwe49573922 @achtung_maybe @UltraNeonGote @calamityqanon @bigd38890910 @ihateravenholm @ArdistCon @altuov @JerkBeastMovie @count_xylo @konrad_kris @DonnaCar62 @Starscape14 @0DTESPX @playmistie4me @faith13858248 @SideKickVibes @theceng @BelieveVictims @soundtechio @Lavender_resh @EGattignolo @ChemtrailDenier @JonJovi29306287 @Nanci_2021 @Mickey68522 @William27410386 @carminegag God teaches love but you hate LGBT people and also people of other religions.

Jesus hung out with all the people today's Christians hate.

You're very illogical",9,0,129,                                                  god teaches love but you hate lgbt people and also people of other religions  jesus hung out with all the people today is christians hate  you are very illogical,god teaches love hate lgbt people also people religions jesus hung people today christians hate illogical,,anti-lgbt
CountySouthLGBT,Sun Oct 24 23:23:53 +0000 2021,"Palm Springs, CA",You're invited to my new group 'South County LGBT' on GroupMe. Click here to join: https://t.co/LZqrcD9mPH,0,0,371,you are invited to my new group  isouth county lgbt on groupme click here to join ,invited new group isouth county lgbt groupme click join,,neutral
LeslieKarst,Sun Oct 24 23:21:55 +0000 2021,"Palm Springs, CA","Thereâs something for everyone on this list!
https://t.co/L4TmpVg3hu",2,0,132,there s something for everyone on this list ,something everyone list,,neutral
Aly_Dar8,Sun Oct 24 23:07:26 +0000 2021,"Palm Springs, CA","@MusoniusRufus @JGainsbourgh @Krispi_Largo @shanoawarrior @ItsOnlyMara20 @questionbot1776 @incompleteocean @smashli1228 @SimpleArgonian @Lynnia00721169 @feloneouscat @chronic_chels @SlaggitySlag @blackcat476 @virginia_house @mc78784383 @Drowssap12 @SierraDeciduous @Arachne646 @ArchivingIt @TCounterphobia @StephFeminist @PickleMrs @PupperMum @atriana @HedwigGraymalk @doccynzl @Dentatus2 @Rust13Suzanne @GregCampNC ""While many of the sample sizes were small, and some studies lacked a control group, researchers regard such studies as providing the best available knowledge about child adjustment, and do not view large, representative samples as essential.""
https://t.co/W25rdNjLWx",3,0,1638,                              while many of the sample sizes were small and some studies lacked a control group researchers regard such studies as providing the best available knowledge about child adjustment and do not view large representative samples as essential ,many sample sizes small studies lacked control group researchers regard studies providing best available knowledge child adjustment view large representative samples essential,,anti-lgbt
GbotsTnA,Sun Oct 24 23:04:34 +0000 2021,"Palm Springs, CA","@HenryDRoach @Jason After the LGBT controversies from a number of years ago, perhaps CFA learned some lessons stepped up their game with the Covid",1,0,1333,  after the lgbt controversies from a number of years ago perhaps cfa learned some lessons stepped up their game with the covid,lgbt controversies number years ago perhaps cfa learned lessons stepped game covid,,neutral
RobertFouquet,Sun Oct 24 22:36:46 +0000 2021,"Palm Springs, ca","@thehill @BarackObama The left:

- LGBT groups controlling language &amp; canceling people should you not fall in line (ex Chappelle) 

- Rioted &amp; burned down cities demanding we defund the police. Crime is exploding

- Biden admin admitted to pressuring social media into censoring conservatives

Fake War",0,0,1879,  the left   lgbt groups controlling language  canceling people should you not fall in line ex chappelle    rioted  burned down cities demanding we defund the police crime is exploding   biden admin admitted to pressuring social media into censoring conservatives  fake war,left lgbt groups controlling language canceling people fall line ex chappelle rioted burned cities demanding defund police crime exploding biden admin admitted pressuring social media censoring conservatives fake war,,anti-lgbt
gaymlm,Sun Oct 24 22:30:03 +0000 2021,"Palm Springs, CA",Watch this new talk show spoof featuring the âmale version of Ellenâ #LGBT https://t.co/BOzehksXBL,0,0,17103,watch this new talk show spoof featuring the  male version of ellen  lgbt ,watch new talk show spoof featuring male version ellen lgbt,,neutral
arimannis,Sun Oct 24 22:18:44 +0000 2021,"Palm Springs, CA",Support LGBT comedians! @CheetoSantino https://t.co/HZHgr7fRqm,65,2,824,support lgbt comedians  ,support lgbt comedians,,pro-lgbt
DigitalLA,Sun Oct 24 22:15:54 +0000 2021,"Palm Springs, CA","Luca Director Enrico Casarosa on filmâs resonance w LGBT auds:

âFull on romance is not want I was thinking about. Itâs about friendship. But I knew there was a wonderful metaphor with the sea monsters. 

The movie is about openness. Iâm an ally and Iâm here to support. https://t.co/b1HP5ypa23",3,0,2807,luca director enrico casarosa on film s resonance w lgbt auds   full on romance is not want i was thinking about it s about friendship but i knew there was a wonderful metaphor with the sea monsters   the movie is about openness i m an ally and i m here to support ,luca director enrico casarosa film resonance w lgbt auds full romance want thinking friendship knew wonderful metaphor sea monsters movie openness ally support,,pro-lgbt
PhysiciansSurro,Sun Oct 24 21:39:57 +0000 2021,"Palm Springs, CA","Did you know October is the LGBT History Month?
Physician Surrogacy welcomes all Intended Parents of all gender identities, who would like to be parents! 

Schedule a free consultation with us today

#infertility#samesexcouple #gayparentstobe#surrogatemother #gestationalsurrogacy https://t.co/lMZM18q9YL",0,0,45,did you know october is the lgbt history month physician surrogacy welcomes all intended parents of all gender identities who would like to be parents   schedule a free consultation with us today  infertilitysamesexcouple gayparentstobesurrogatemother gestationalsurrogacy ,know october lgbt history month physician surrogacy welcomes intended parents gender identities would like parents schedule free consultation us today infertilitysamesexcouple gayparentstobesurrogatemother gestationalsurrogacy,,neutral
iDoomBoy,Sun Oct 24 21:36:30 +0000 2021,"Palm Springs, CA",@SyrupyyyArt @IvanovaTurov Colaboracion lgbt xd,0,0,455,  colaboracion lgbt xd,colaboracion lgbt xd,,neutral
ericjspaich,Sun Oct 24 21:24:16 +0000 2021,Paradise,"@911onFOX Iâll stop watching this show if Claudette stays on it!!!

Josh (@bryansafi) needs to see what Claudetteâs doing to May!!!

Bryan talk to the writers tell them youâll lose your fellow #LGBT viewers if Josh doesnât do something about a bully!!!!",1,0,549, i ll stop watching this show if claudette stays on it  josh  needs to see what claudette s doing to may  bryan talk to the writers tell them you ll lose your fellow lgbt viewers if josh doesn t do something about a bully,stop watching show claudette stays josh needs see claudette may bryan talk writers tell lose fellow lgbt viewers josh something bully,,anti-lgbt
LALGBTCenter,Sun Oct 24 21:18:00 +0000 2021,Paradise,"Senior Services Housing Navigator Jonathan Willett shares his story from homeless vet to community advocate: ""I know what itâs like to suffer living in the streets. I canât see people suffer, especially the #LGBT elders who have already endured so much."" https://t.co/4jE4We1SRd",6,2,444,senior services housing navigator jonathan willett shares his story from homeless vet to community advocate i know what it s like to suffer living in the streets i can t see people suffer especially the lgbt elders who have already endured so much ,senior services housing navigator jonathan willett shares story homeless vet community advocate know like suffer living streets see people suffer especially lgbt elders already endured much,,pro-lgbt
JayChasJohnson,Sun Oct 24 20:48:19 +0000 2021,Paradise,"@FlashGordon_21 @juliabicycle @JustStacie5683 I'm not aware of any controversy over I'd Love TCTW in 1971. Probably few people actually paid close attention to the first verse

However, Money For Nothing got instant criticism from LGBT+ folks upon release. But Knopler never apologized saying it was something he heard said â¹ï¸",2,0,182,   i am not aware of any controversy over i would love tctw in  probably few people actually paid close attention to the first verse  however money for nothing got instant criticism from lgbt folks upon release but knopler never apologized saying it was something he heard said   ,aware controversy would love tctw probably people actually paid close attention first verse however money nothing got instant criticism lgbt folks upon release knopler never apologized saying something heard said,,pro-lgbt
