user_screen_name,created_at,location,text,fav,rt_count,friend,clean_text_1,clean_text_2,aspect,Prediction
mintamolly,Tue Oct 26 19:28:21 +0000 2021,"Jackson, MS","Four Mississippi universities are on this list of unsafe schools for LGBT students: Blue Mountain College, Mississippi College, Reformed Theological Seminary in Jackson, and William Carey University
https://t.co/PkDpnrZ0Y5",1,1,2032,four mississippi universities are on this list of unsafe schools for lgbt students blue mountain college mississippi college reformed theological seminary in jackson and william carey university ,four mississippi universities list unsafe schools lgbt students blue mountain college mississippi college reformed theological seminary jackson william carey university,,neutral
56Dwight,Thu Oct 28 21:30:42 +0000 2021,"Jackson, TN","Conservatism, the LGBT Community, and Nuance https://t.co/hegJ0qVhW2",0,0,462,conservatism the lgbt community and nuance ,conservatism lgbt community nuance,,pro-lgbt
mooshortie,Thu Oct 28 22:47:13 +0000 2021,Jacksonville,"Most Twitter communities have ways to identify themselves, whether that be through emojis Ã¢ÂÂÃ¯Â¸ÂÃ°ÂÂÂÃ¢Â­ÂÃ¯Â¸ÂÃ°ÂÂÂ®, hashtags #/lgbt, their @/stanloona, their bios, etc.

So yes, I use the Ã¢ÂÂ. And yes, I am talking about being vegan right now. But no, youÃ¢ÂÂre not being clever for pointing that out",19,0,1465,most twitter communities have ways to identify themselves whether that be through emojis        hashtags lgbt their  their bios etc  so yes i use the   and yes i am talking about being vegan right now but no you re not being clever for pointing that out,twitter communities ways identify whether emojis hashtags lgbt bios etc yes use yes talking vegan right clever pointing,,pro-lgbt
MedcomJax,Fri Oct 29 14:00:51 +0000 2021,Jacksonville & Atlanta,"As we  wrap up the end of October we want to recognize #LGBTHistoryMonth. While #PrideMonth in June commemorates the Stonewall riots and a movement towards equality, this month focuses on the history and contributions of the LGBTQ+ community. Learn more: https://t.co/HZtFPxVBTY https://t.co/ZgUFcfacvg",1,1,133,as we  wrap up the end of october we want to recognize lgbthistorymonth while pridemonth in june commemorates the stonewall riots and a movement towards equality this month focuses on the history and contributions of the lgbtq community learn more  ,wrap end october want recognize lgbthistorymonth pridemonth june commemorates stonewall riots movement towards equality month focuses history contributions lgbtq community learn,,pro-lgbt
Jo_Voiceover,Fri Oct 22 21:48:00 +0000 2021,"Kennesaw, Georgia",The LGBT community. https://t.co/yUO441WAFX https://t.co/UbllYljSEX,8,2,828,the lgbt community  ,lgbt community,,pro-lgbt
imrustyokay,Sat Oct 30 23:10:22 +0000 2021,"Knoxville, TN","it feels like a lot of LGBT Zoomers aren't in the LGBT community to be united against homophobes and transphobes, it's to drag others down, to act like they are the most special gay and that everybody else is not valid, no matter how much of their identity is in good faith.",2,0,4951,it feels like a lot of lgbt zoomers are not in the lgbt community to be united against homophobes and transphobes it is to drag others down to act like they are the most special gay and that everybody else is not valid no matter how much of their identity is in good faith,feels like lot lgbt zoomers lgbt community united homophobes transphobes drag others act like special gay everybody else valid matter much identity good faith,,pro-lgbt
imrustyokay,Sat Oct 30 23:06:27 +0000 2021,"Knoxville, TN",LGBT Zoomers kinda scare me,2,0,4951,lgbt zoomers kinda scare me,lgbt zoomers kinda scare,,neutral
joseph_winberry,Sat Oct 30 11:17:51 +0000 2021,"Knoxville, TN","Maya Angelou said when people show you who they are, believe them. Randy Boyd has continually shown us time and again that he is a menace to LGBT+ people. If he wants to build trust, he should resign &amp; call for the appointment of an LGBT+ friendly leader. 
https://t.co/DdQdiQIJkJ",3,0,898,maya angelou said when people show you who they are believe them randy boyd has continually shown us time and again that he is a menace to lgbt people if he wants to build trust he should resign  call for the appointment of an lgbt friendly leader  ,maya angelou said people show believe randy boyd continually shown us time menace lgbt people wants build trust resign call appointment lgbt friendly leader,,pro-lgbt
DDoobler,Sat Oct 30 03:49:44 +0000 2021,"Knoxville, TN",@NBCNews I notice also there is no mention of LGBT Filipino history. How were non-binary &amp; gender-queer Filipinos treated during the colonial period?,1,0,393, i notice also there is no mention of lgbt filipino history how were nonbinary  genderqueer filipinos treated during the colonial period,notice also mention lgbt filipino history nonbinary genderqueer filipinos treated colonial period,,anti-lgbt
deaf_robot,Fri Oct 29 19:29:53 +0000 2021,"Knoxville, TN","No one has mentioned this yet but the thing that bugged me most about ChapelleÃ¢ÂÂs TERF rant is he kept getting the letters wrong in Ã¢ÂÂLGBTÃ¢ÂÂ 

He kept saying Ã¢ÂÂLBTGÃ¢ÂÂ

Such a puerile psychological thing so many adults do: donÃ¢ÂÂt like a thing so pronounce thing wrong on purpose ugh",0,0,25,no one has mentioned this yet but the thing that bugged me most about chapelle s terf rant is he kept getting the letters wrong in  lgbt    he kept saying  lbtg   such a puerile psychological thing so many adults do don t like a thing so pronounce thing wrong on purpose ugh,one mentioned yet thing bugged chapelle terf rant kept getting letters wrong lgbt kept saying lbtg puerile psychological thing many adults like thing pronounce thing wrong purpose ugh,,pro-lgbt
JJOinTN,Fri Oct 29 03:37:35 +0000 2021,"Knoxville, TN",@JulianAndKevin Found this from a few years ago.  https://t.co/kmjXa2iCKe,1,0,4981, found this from a few years ago  ,found years ago,,neutral
joseph_winberry,Sun Oct 24 20:58:35 +0000 2021,"Knoxville, TN","Republicans think they should be able to cyberbully LGBT+ people with no consequences. Not so fast says Twitter.

https://t.co/tYDl6cOSjB",3,0,898,republicans think they should be able to cyberbully lgbt people with no consequences not so fast says twitter  ,republicans think able cyberbully lgbt people consequences fast says twitter,,anti-lgbt
IGoByTheyThem,Thu Oct 28 15:00:28 +0000 2021,LA,@melaniamedicixx @BellaEikoMedia @liishaMAC Your issues with white supremacy not the LGBT community,102,5,110,   your issues with white supremacy not the lgbt community,issues white supremacy lgbt community,,anti-lgbt
rousselart,Mon Oct 25 23:06:43 +0000 2021,"Lafayette, Louisiana","Study for the Portrait of a Master Educator
.
.
Inktober, Day 25
.
.
 (4Ã¢ÂÂx6Ã¢ÂÂ) - ink and pencil on paper. 
.
. 
#art #teacherlife #outsiderart #neverstopcreating #neverstopgrowing #lgbt #louisiana  #lgbtart #workinprogress #gayart #gay  #figurativeart #sober #ink #sketchbook https://t.co/a0AlS4ra2n",2,0,1444,study for the portrait of a master educator   inktober day         ink and pencil on paper     art teacherlife outsiderart neverstopcreating neverstopgrowing lgbt louisiana  lgbtart workinprogress gayart gay  figurativeart sober ink sketchbook ,study portrait master educator inktober day ink pencil paper art teacherlife outsiderart neverstopcreating neverstopgrowing lgbt louisiana lgbtart workinprogress gayart gay figurativeart sober ink sketchbook,,pro-lgbt
rousselart,Mon Oct 25 23:00:39 +0000 2021,"Lafayette, Louisiana","Study for the Portrait of a Master Educator
.
.
Inktober, Day 25
.
.
 (4Ã¢ÂÂx6Ã¢ÂÂ) - ink and pencil on paper. 
.
. 
#art #teacherlife #outsiderart #neverstopcreating #neverstopgrowing #lgbt #louisiana  #lgbtart #workinprogress #gayart #gay  #figurativeart #sober #ink #sketchbook https://t.co/kOcXwNszF6",2,0,1444,study for the portrait of a master educator   inktober day         ink and pencil on paper     art teacherlife outsiderart neverstopcreating neverstopgrowing lgbt louisiana  lgbtart workinprogress gayart gay  figurativeart sober ink sketchbook ,study portrait master educator inktober day ink pencil paper art teacherlife outsiderart neverstopcreating neverstopgrowing lgbt louisiana lgbtart workinprogress gayart gay figurativeart sober ink sketchbook,,pro-lgbt
OrangeJuiceTN,Sat Oct 30 14:52:51 +0000 2021,"Lafayette, Louisiana ","&gt;does a media stunt by running for President 

&gt;commits blasphemy towards the Prophet Muhammad 

&gt;harms the LGBTQ+ community's reputation in Tunisia

&gt;is QUITE POSSIBLY, a pedophile

This man is a legit danger to Tunisian society, as well as, the Tunisian LGBT scene. What a jerk. https://t.co/5PScVsZ0K9",7,0,2929,gtdoes a media stunt by running for president   gtcommits blasphemy towards the prophet muhammad   gtharms the lgbtq community is reputation in tunisia  gtis quite possibly a pedophile  this man is a legit danger to tunisian society as well as the tunisian lgbt scene what a jerk ,gtdoes media stunt running president gtcommits blasphemy towards prophet muhammad gtharms lgbtq community reputation tunisia gtis quite possibly pedophile man legit danger tunisian society well tunisian lgbt scene jerk,,pro-lgbt
OrangeJuiceTN,Fri Oct 29 21:44:03 +0000 2021,"Lafayette, Louisiana ","Yes, I do support the LGBT Movement. 

Let's 
Generalize
Being
Tunisian. https://t.co/ypBD4iFwRA",14,1,2929,yes i do support the lgbt movement   let us  generalize being tunisian ,yes support lgbt movement let us generalize tunisian,,anti-lgbt
OrangeJuiceTN,Fri Oct 29 12:36:58 +0000 2021,"Lafayette, Louisiana ","@claumnzzz I looked into the bill, and there was an Italian that said it was a mess and that it might have ruined things even further. But still, the cheers and happy cries? They were uncalled for, plain and simple. Now Poland is reading a law that bans all speech about the LGBT community.",5,0,2929, i looked into the bill and there was an italian that said it was a mess and that it might have ruined things even further but still the cheers and happy cries they were uncalled for plain and simple now poland is reading a law that bans all speech about the lgbt community,looked bill italian said mess might ruined things even still cheers happy cries uncalled plain simple poland reading law bans speech lgbt community,,pro-lgbt
OrangeJuiceTN,Thu Oct 28 21:20:41 +0000 2021,"Lafayette, Louisiana ","Well, I suddenly feel a bit less sad that the bill didn't pass. Still was uncalled for to cheer the failure of an attempt to protect LGBT rights, though. https://t.co/qb0dIElqIZ",4,0,2929,well i suddenly feel a bit less sad that the bill did not pass still was uncalled for to cheer the failure of an attempt to protect lgbt rights though ,well suddenly feel bit less sad bill pass still uncalled cheer failure attempt protect lgbt rights though,,pro-lgbt
